player,position,season,Team,TOI,GF_60,GA_60,GPM_60,xGF_60,xGA_60,xGPM_60,CF_60,CA_60,CPM_60
CONNOR.MURPHY,D,20172018,CHI,1112.83,-0.099,-0.024,-0.075,0.064,-0.099,0.163,2.26,-2.03,4.29
CONNOR.MURPHY,D,20182019,CHI,887.57,0.031,-0.123,0.153,-0.141,-0.12,-0.021,-1.55,-2.09,0.54
CONOR.GARLAND,F,20182019,ARI,479.47,-0.027,-0.173,0.146,-0.022,-0.047,0.025,1.47,-1.45,2.92
CONOR.SHEARY,F,20172018,PIT,999.78,0.119,0.008,0.111,-0.006,-0.024,0.019,0.38,-0.01,0.39
CONOR.SHEARY,F,20182019,BUF,985.63,-0.077,0.057,-0.134,0.035,0.033,0.002,1.65,1.77,-0.13
COOPER.MARODY,F,20182019,EDM,40.92,-0.038,-0.046,0.007,0.094,0.003,0.091,0.47,0.35,0.12
CORBAN.KNIGHT,F,20182019,PHI,198.03,-0.085,-0.016,-0.069,-0.081,0.008,-0.089,-2.69,2.2,-4.89
COREY.PERRY,F,20172018,ANA,1033.67,0.063,0.173,-0.11,0.023,0.149,-0.125,-0.74,3.91,-4.65
COREY.PERRY,F,20182019,ANA,390.32,-0.172,0.058,-0.23,-0.025,-0.044,0.019,-1.44,-0.23,-1.21
CORY.CONACHER,F,20172018,T.B,344,-0.078,-0.018,-0.06,-0.024,-0.033,0.009,-1.05,-1.55,0.5
CORY.CONACHER,F,20182019,T.B,8.43,-0.011,-0.009,-0.003,0.008,-0.019,0.028,-0.16,-0.47,0.31
CRAIG.SMITH,F,20172018,NSH,1017.23,0.148,-0.074,0.222,0.203,-0.015,0.219,4.28,-3.42,7.7
CRAIG.SMITH,F,20182019,NSH,943.33,0.092,-0.094,0.187,-0.067,0.049,-0.116,2.22,0.99,1.23
CURTIS.LAZAR,F,20172018,CGY,604.9,-0.101,0.03,-0.131,0.031,-0.034,0.065,-0.82,0.15,-0.97
CURTIS.LAZAR,F,20182019,CGY,4.8,-0.006,0.023,-0.029,-0.002,0.005,-0.006,0.12,0.02,0.1
CURTIS.MCKENZIE,F,20172018,DAL,52.35,0.022,-0.04,0.062,0.106,0.015,0.09,-0.02,-0.55,0.54
CURTIS.VALK,F,20172018,FLA,3.42,-0.003,-0.003,0,0.002,0.014,-0.013,0.13,0.12,0.01
DAKOTA.MERMIS,D,20172018,ARI,96.63,-0.035,0.008,-0.044,-0.049,0.001,-0.05,-0.75,-0.33,-0.42
DAKOTA.MERMIS,D,20182019,ARI,11.33,0.017,-0.011,0.029,0.01,-0.019,0.03,-0.44,-0.6,0.16
DALE.WEISE,F,20172018,PHI,465.55,-0.157,-0.047,-0.111,-0.201,0.082,-0.283,-2.62,2.36,-4.97
DALE.WEISE,F,20182019,MTL/PHI,519.48,-0.148,-0.057,-0.091,0.081,-0.029,0.11,-2.08,-1.65,-0.43
DALTON.PROUT,D,20172018,N.J,52.88,0.014,0.069,-0.054,0.086,0.038,0.048,0.4,0.44,-0.05
DALTON.PROUT,D,20182019,CGY,236.73,0.028,0.04,-0.011,-0.013,-0.02,0.007,-0.9,0.51,-1.41
DAMON.SEVERSON,D,20172018,N.J,1330.18,0.047,0.173,-0.126,0.112,0.232,-0.12,1.23,1.85,-0.62
DAMON.SEVERSON,D,20182019,N.J,1437.45,0.033,0.132,-0.1,-0.041,0.032,-0.074,-0.58,0.74,-1.31
DAN.GIRARDI,D,20172018,T.B,1121.22,0.086,-0.036,0.122,-0.041,-0.098,0.058,-1.16,1.39,-2.55
DAN.GIRARDI,D,20182019,T.B,950.18,0.055,0.176,-0.121,0.023,0.036,-0.013,-0.68,0.72,-1.4
DAN.HAMHUIS,D,20172018,DAL,1353.88,-0.068,0.169,-0.237,-0.087,-0.114,0.027,-1.08,-2.02,0.94
DAN.HAMHUIS,D,20182019,NSH,809.78,-0.186,-0.028,-0.158,-0.145,-0.035,-0.11,-4.24,-1.81,-2.43
DANICK.MARTEL,F,20172018,PHI,40.87,-0.017,0.011,-0.028,0.018,0.007,0.011,-0.86,1.34,-2.2
DANICK.MARTEL,F,20182019,T.B,89.55,0.004,-0.072,0.076,0.033,-0.059,0.091,-0.35,-0.29,-0.06
DANIEL.BRICKLEY,D,20172018,L.A,10.8,0.014,-0.01,0.024,-0.014,-0.026,0.013,-0.26,-0.23,-0.03
DANIEL.BRICKLEY,D,20182019,L.A,49.9,0.006,0.049,-0.042,0.033,-0.003,0.036,-0.33,0.6,-0.94
DANIEL.CARR,F,20172018,MTL,417.08,0.018,-0.016,0.034,0.038,-0.068,0.106,0.61,0.15,0.46
DANIEL.CARR,F,20182019,VGK,58.12,-0.007,0.011,-0.018,-0.035,-0.008,-0.027,0.24,-1.35,1.59
DANIEL.CATENACCI,F,20172018,NYR,11.05,-0.008,0.011,-0.02,-0.001,0.014,-0.015,-0.27,0.92,-1.19
DANIEL.O'REGAN,F,20172018,BUF/S.J,191.48,0.017,0.049,-0.031,-0.03,0.023,-0.053,-2.77,0.98,-3.75
DANIEL.O'REGAN,F,20182019,BUF,11.05,-0.01,-0.014,0.004,0.008,-0.013,0.021,0.09,-0.25,0.35
DANIEL.SEDIN,F,20172018,VAN,977.45,-0.06,0.016,-0.076,0.122,-0.049,0.17,0.57,-1.06,1.63
DANIEL.SPRONG,F,20172018,PIT,102.02,0.017,-0.028,0.046,0.096,-0.169,0.265,1.18,-2.46,3.63
DANIEL.SPRONG,F,20182019,ANA/PIT,661.03,-0.077,0.193,-0.269,0.05,0.16,-0.11,1,3.68,-2.68
DANIEL.WINNIK,F,20172018,MIN,932.83,-0.081,-0.02,-0.061,-0.224,-0.033,-0.191,-2.19,-0.31,-1.88
DANNY.DEKEYSER,D,20172018,DET,1156.77,-0.019,-0.081,0.062,-0.118,-0.103,-0.015,-1.26,-1.34,0.08
DANNY.DEKEYSER,D,20182019,DET,981.75,0.133,-0.078,0.212,-0.036,0.05,-0.086,-1.09,0.36,-1.45
DANTE.FABBRO,D,20182019,NSH,49.47,-0.028,0.007,-0.034,-0.026,-0.023,-0.004,-0.39,-0.48,0.08
DANTON.HEINEN,F,20172018,BOS,961.95,0.069,-0.156,0.225,0.056,-0.24,0.295,1,-2.34,3.34
DANTON.HEINEN,F,20182019,BOS,951.92,-0.065,-0.261,0.196,-0.041,-0.148,0.107,-0.48,-1.42,0.93
DARNELL.NURSE,D,20172018,EDM,1586.58,0.067,-0.16,0.227,0.045,-0.017,0.062,1.28,-0.8,2.08
DARNELL.NURSE,D,20182019,EDM,1611.35,0.003,0.073,-0.07,-0.049,0.118,-0.167,-1.12,-0.4,-0.72
DARREN.ARCHIBALD,F,20172018,VAN,320.07,-0.068,-0.072,0.004,-0.143,-0.09,-0.053,-1.09,-0.57,-0.52
DARREN.ARCHIBALD,F,20182019,OTT/VAN,88.3,-0.002,0.059,-0.062,-0.051,-0.071,0.02,-1.63,-0.26,-1.36
DARREN.HELM,F,20172018,DET,987.87,-0.086,-0.078,-0.008,-0.084,0.035,-0.118,-0.55,1.21,-1.76
DARREN.HELM,F,20182019,DET,759.5,-0.141,0.022,-0.164,-0.082,-0.022,-0.059,0.67,-0.23,0.9
DAVID.BACKES,F,20172018,BOS,732.05,-0.153,0.05,-0.203,-0.086,-0.116,0.03,3.19,-1.35,4.54
DAVID.BACKES,F,20182019,BOS,764.73,-0.153,-0.292,0.14,-0.03,-0.192,0.161,2.12,-2.4,4.52
DAVID.BOOTH,F,20172018,DET,189.63,-0.065,0.029,-0.093,-0.13,0.095,-0.225,-2.85,2.04,-4.89
DAVID.DESHARNAIS,F,20172018,NYR,814,-0.103,0.174,-0.276,-0.206,0.024,-0.23,-5.09,0.78,-5.87
DAVID.KAMPF,F,20172018,CHI,499.33,-0.088,0.052,-0.14,-0.064,0.043,-0.107,0.06,-1.54,1.6
DAVID.KAMPF,F,20182019,CHI,740.72,-0.134,-0.099,-0.035,-0.097,-0.223,0.127,-2.19,-3.9,1.71
DAVID.KREJCI,F,20172018,BOS,895.25,0.08,0.071,0.009,0.058,-0.02,0.078,0.79,-0.6,1.4
DAVID.KREJCI,F,20182019,BOS,1191.38,0.199,-0.008,0.206,0.008,-0.086,0.094,1.19,-3.56,4.75
DAVID.PASTRNAK,F,20172018,BOS,1189.68,0.137,-0.042,0.179,-0.014,0.095,-0.109,0.13,-0.48,0.61
DAVID.PASTRNAK,F,20182019,BOS,975.58,0.192,0.035,0.157,0.075,-0.036,0.111,-0.13,-1.43,1.3
DAVID.PERRON,F,20172018,VGK,1025.45,0.11,0.096,0.014,-0.092,0.014,-0.106,-1.4,-0.3,-1.11
DAVID.PERRON,F,20182019,STL,809.52,0.053,-0.035,0.088,-0.146,0.069,-0.215,-3.12,-0.83,-2.29
DAVID.SAVARD,D,20172018,CBJ,1357.07,0.046,0.174,-0.128,0.063,0.052,0.011,1.97,1.76,0.21
DAVID.SAVARD,D,20182019,CBJ,1446.25,0.096,-0.17,0.265,0.024,-0.27,0.294,-1.14,-2.64,1.5
DAVID.SCHLEMKO,D,20172018,MTL,581.32,0.023,-0.067,0.09,-0.014,-0.076,0.063,-0.39,0.47,-0.86
DAVID.SCHLEMKO,D,20182019,MTL,288.77,-0.042,0.049,-0.091,-0.005,0.038,-0.043,1.77,-0.56,2.33
DAVID.WARSOFSKY,D,20172018,COL,200.17,0.03,-0.057,0.087,0.019,-0.094,0.113,0.8,0.42,0.38
DEAN.KUKAN,D,20172018,CBJ,132.42,0.079,0.039,0.041,0.129,-0.021,0.151,2.08,0.2,1.88
DEAN.KUKAN,D,20182019,CBJ,333.65,-0.042,-0.156,0.114,0.039,-0.106,0.146,-0.34,-4.45,4.12
DENIS.GURIANOV,F,20182019,DAL,204.87,-0.114,-0.063,-0.051,-0.056,0.008,-0.064,-1.67,2.54,-4.21
DENIS.MALGIN,F,20172018,FLA,633.37,0.001,-0.121,0.123,-0.017,-0.016,-0.001,1.79,0.26,1.53
DENIS.MALGIN,F,20182019,FLA,584.98,-0.029,0.098,-0.127,-0.154,-0.1,-0.054,-0.19,-1.82,1.63
DENNIS.CHOLOWSKI,D,20182019,DET,791.23,-0.138,0.104,-0.242,-0.027,0.072,-0.098,0.27,2.39,-2.11
DENNIS.GILBERT,D,20182019,CHI,12.77,-0.015,-0.015,0,-0.004,-0.018,0.013,-0.07,-0.38,0.3
DENNIS.RASMUSSEN,F,20172018,ANA,208.83,0.004,-0.059,0.063,-0.041,0.111,-0.152,-1.52,1.59,-3.12
DENNIS.SEIDENBERG,D,20172018,NYI,427.88,-0.005,0.149,-0.154,-0.061,0.362,-0.423,-1.86,6.41,-8.26
DEREK.DORSETT,F,20172018,VAN,241.93,-0.033,0.012,-0.045,-0.019,0.025,-0.044,-1.88,-1.88,0
DEREK.FORBORT,D,20172018,L.A,1376.03,-0.058,-0.129,0.071,-0.187,-0.139,-0.047,-2.62,-1.89,-0.73
DEREK.FORBORT,D,20182019,L.A,1462.23,-0.189,-0.191,0.003,-0.113,-0.129,0.015,-2.85,0.18,-3.04
DEREK.GRANT,F,20172018,ANA,630.53,0.02,-0.037,0.056,-0.116,-0.013,-0.104,-0.76,1.4,-2.16
DEREK.GRANT,F,20182019,ANA/PIT,548.78,0.001,0.112,-0.111,0.037,-0.009,0.046,-0.29,0.01,-0.3
DEREK.MACKENZIE,F,20172018,FLA,662.05,-0.162,0.059,-0.22,-0.08,-0.062,-0.017,-1.92,-1.31,-0.61
DEREK.MACKENZIE,F,20182019,FLA,2.72,-0.003,-0.004,0.001,-0.004,0.009,-0.014,-0.05,0.02,-0.07
DEREK.RYAN,F,20172018,CAR,1039.73,0.038,0.144,-0.106,0.098,-0.185,0.283,1.49,-2.73,4.21
DEREK.RYAN,F,20182019,CGY,803.65,-0.007,-0.204,0.197,0.005,-0.155,0.161,1.34,-3.93,5.27
DEREK.STEPAN,F,20172018,ARI,1224.12,0.05,0.019,0.031,0.002,0.047,-0.044,1.28,-0.18,1.46
DEREK.STEPAN,F,20182019,ARI,1008.5,-0.019,-0.039,0.02,0.086,0.075,0.011,3.3,1.03,2.27
DERICK.BRASSARD,F,20172018,OTT/PIT,1053.77,0.187,0.066,0.121,0.124,0.084,0.04,1.23,1.14,0.1
DERICK.BRASSARD,F,20182019,COL/FLA/PIT,904.55,-0.255,0.11,-0.365,-0.22,0.231,-0.451,-2.56,2.13,-4.69
DERRICK.POULIOT,D,20172018,VAN,1121.07,-0.115,0.138,-0.253,0.013,0.104,-0.09,0.13,-1.45,1.58
DERRICK.POULIOT,D,20182019,VAN,966.92,0.106,0.062,0.044,-0.06,0.141,-0.201,-0.09,-0.15,0.06
DERYK.ENGELLAND,D,20172018,VGK,1346.43,0.002,0.139,-0.137,0.057,0.111,-0.054,-1.53,2.61,-4.14
DERYK.ENGELLAND,D,20182019,VGK,1206.43,-0.159,0.006,-0.165,-0.201,0.157,-0.358,-2.34,4.1,-6.44
DEVANTE.SMITH-PELLY,F,20172018,WSH,836.42,-0.167,-0.016,-0.152,0.05,0.022,0.027,-0.62,3.5,-4.12
DEVANTE.SMITH-PELLY,F,20182019,WSH,487.08,-0.142,0.016,-0.158,-0.072,0.016,-0.089,-1.85,1.71,-3.56
DEVIN.SHORE,F,20172018,DAL,985.52,-0.313,0.194,-0.507,-0.166,-0.116,-0.05,-2.47,0.13,-2.6
DEVIN.SHORE,F,20182019,ANA/DAL,872.47,-0.029,0.081,-0.11,-0.014,0.083,-0.097,-0.9,2.51,-3.41
DEVON.TOEWS,D,20182019,NYI,756.05,-0.057,-0.111,0.054,0.12,-0.089,0.209,1.85,-1.95,3.8
DILLON.DUBE,F,20182019,CGY,231.53,-0.017,-0.039,0.022,-0.063,0.042,-0.105,-2.52,1.36,-3.88
DILLON.HEATHERINGTON,D,20172018,DAL,61.22,0.039,-0.027,0.066,-0.02,-0.013,-0.007,-0.69,0.16,-0.85
DILLON.HEATHERINGTON,D,20182019,DAL,50.68,0.084,-0.025,0.109,0.029,-0.001,0.03,0.48,0.97,-0.48
DION.PHANEUF,D,20172018,L.A/OTT,1280.7,-0.169,-0.021,-0.147,-0.276,0.07,-0.346,-3.3,3.96,-7.26
DION.PHANEUF,D,20182019,L.A,893.92,-0.119,0.182,-0.301,-0.076,0.001,-0.078,1.38,2.98,-1.6
DMITRIJ.JASKIN,F,20172018,STL,901.97,-0.01,-0.095,0.085,0.076,-0.21,0.285,0.5,-3.79,4.29
DMITRIJ.JASKIN,F,20182019,WSH,363.18,-0.073,0.104,-0.176,0.008,-0.057,0.066,1,-2.21,3.22
DMITRY.KULIKOV,D,20172018,WPG,886.07,-0.033,0.012,-0.046,-0.04,-0.098,0.058,-1.58,-1.28,-0.31
DMITRY.KULIKOV,D,20182019,WPG,823.88,-0.008,-0.081,0.073,-0.039,0.071,-0.11,-1.97,1.18,-3.15
DMITRY.ORLOV,D,20172018,WSH,1605.43,-0.007,-0.003,-0.004,0.005,-0.175,0.18,0.76,-2.62,3.38
DMITRY.ORLOV,D,20182019,WSH,1566.93,0.027,0.117,-0.09,-0.08,0.031,-0.111,0.78,-0.46,1.24
DOMINIC.MOORE,F,20172018,TOR,448.22,0.001,-0.035,0.036,-0.036,-0.05,0.013,-0.13,-1.26,1.13
DOMINIC.TONINATO,F,20172018,COL,280.05,-0.078,-0.103,0.025,0.004,-0.189,0.192,-0.21,-1.83,1.62
DOMINIC.TONINATO,F,20182019,COL,12.93,0.013,0.012,0.001,0.041,0.023,0.018,-0.02,0.93,-0.96
DOMINIC.TURGEON,F,20172018,DET,35.98,-0.033,0.014,-0.047,-0.068,-0.03,-0.038,-1.19,0.21,-1.4
DOMINIC.TURGEON,F,20182019,DET,42.53,-0.039,0.037,-0.076,-0.044,-0.009,-0.035,-1,-0.37,-0.63
DOMINIK.KAHUN,F,20182019,CHI,1048.65,0.066,-0.189,0.255,0.068,-0.036,0.105,1.18,0.32,0.86
DOMINIK.SIMON,F,20172018,PIT,358.55,0.073,0.054,0.019,0.095,0.084,0.011,3.1,-0.42,3.53
DOMINIK.SIMON,F,20182019,PIT,871.2,-0.009,-0.099,0.091,0.093,-0.306,0.399,2.27,-5.54,7.81
DOUGIE.HAMILTON,D,20172018,CGY,1469.28,0.11,-0.022,0.132,0.104,-0.123,0.227,4.97,-1.89,6.86
DOUGIE.HAMILTON,D,20182019,CAR,1402.67,0.115,0.063,0.053,0.326,0.009,0.316,8.11,-0.96,9.07
DRAKE.BATHERSON,F,20182019,OTT,230.1,-0.003,-0.032,0.029,-0.103,-0.098,-0.005,-3.71,2.17,-5.88
DRAKE.CAGGIULA,F,20172018,EDM,786.73,-0.086,0.146,-0.231,-0.067,0.007,-0.073,-1.42,2.74,-4.16
DRAKE.CAGGIULA,F,20182019,CHI/EDM,725.45,0.078,0.118,-0.04,-0.003,0.098,-0.101,0.79,0.35,0.43
DREW.DOUGHTY,D,20172018,L.A,1664.28,0.139,0.023,0.116,0.126,-0.038,0.164,1.54,-1.54,3.08
DREW.DOUGHTY,D,20182019,L.A,1673.2,-0.196,-0.031,-0.165,-0.152,0.002,-0.154,-4.11,-2.63,-1.49
DREW.STAFFORD,F,20172018,N.J,693.57,-0.184,0.129,-0.314,-0.071,0.111,-0.182,-1.72,-0.52,-1.19
DREW.STAFFORD,F,20182019,N.J,627.95,-0.133,-0.101,-0.033,-0.063,-0.069,0.006,-2.64,-0.64,-2
DRYDEN.HUNT,F,20172018,FLA,115.08,-0.1,0.006,-0.106,-0.076,-0.084,0.008,-0.6,-1,0.4
DRYDEN.HUNT,F,20182019,FLA,338.28,0.031,-0.019,0.05,0.021,-0.072,0.093,-0.91,-0.05,-0.86
DUNCAN.KEITH,D,20172018,CHI,1459.85,-0.158,0.142,-0.3,-0.028,0.174,-0.202,0.76,3,-2.23
DUNCAN.KEITH,D,20182019,CHI,1574.68,0.207,-0.095,0.302,-0.033,0.028,-0.061,-1.09,0.28,-1.36
DUNCAN.SIEMENS,D,20172018,COL,152.33,-0.068,0.031,-0.099,0.037,-0.057,0.094,1.49,-0.04,1.53
DUSTIN.BROWN,F,20172018,L.A,1191.82,0.209,-0.158,0.367,0.049,-0.034,0.083,0.91,-3.2,4.11
DUSTIN.BROWN,F,20182019,L.A,1110.9,0.042,0.094,-0.052,0.016,0.106,-0.089,-0.07,1.62,-1.69
DUSTIN.BYFUGLIEN,D,20172018,WPG,1345.65,0.074,-0.012,0.087,0.027,0.022,0.004,0.17,-0.85,1.03
DUSTIN.BYFUGLIEN,D,20182019,WPG,793.35,-0.03,-0.107,0.077,0.053,-0.041,0.094,3,-4.25,7.25
DYLAN.DEMELO,D,20172018,S.J,824.57,0.066,0.048,0.018,0.032,-0.03,0.062,-0.52,0.93,-1.45
DYLAN.DEMELO,D,20182019,OTT,1298.52,0.255,0.18,0.075,0.068,0.075,-0.007,-0.35,1.73,-2.08
DYLAN.GAMBRELL,F,20172018,S.J,31.67,-0.002,0.017,-0.019,-0.031,-0.008,-0.023,-0.1,0.91,-1.01
DYLAN.GAMBRELL,F,20182019,S.J,65.47,-0.043,-0.075,0.032,-0.019,0.016,-0.036,-1.21,-0.08,-1.13
DYLAN.LARKIN,F,20172018,DET,1257.13,0.197,0.219,-0.022,0.214,0.26,-0.046,4.66,0.85,3.81
DYLAN.LARKIN,F,20182019,DET,1320.05,0.034,-0.024,0.058,0.169,0.037,0.132,5.33,-1.66,7
DYLAN.MCILRATH,D,20182019,DET,92.53,0.017,-0.041,0.058,-0.023,0.042,-0.064,-0.48,-0.41,-0.08
DYLAN.SIKURA,F,20172018,CHI,63,0.033,-0.038,0.071,-0.061,-0.038,-0.023,-1.67,0.6,-2.27
DYLAN.SIKURA,F,20182019,CHI,369.97,-0.015,-0.061,0.046,-0.025,-0.118,0.093,0.49,-4.9,5.39
DYLAN.STROME,F,20172018,ARI,235.07,0.029,-0.071,0.1,0.134,0.11,0.024,1.85,2.6,-0.75
DYLAN.STROME,F,20182019,ARI/CHI,1001.37,0.289,0.359,-0.07,0.031,0.256,-0.225,0.12,2.19,-2.07
EELI.TOLVANEN,F,20172018,NSH,33.67,-0.035,-0.029,-0.005,-0.05,-0.002,-0.048,-1.31,0.45,-1.76
EELI.TOLVANEN,F,20182019,NSH,47.1,-0.008,-0.038,0.03,-0.03,0.001,-0.031,0.21,-0.69,0.9
EGOR.YAKOVLEV,D,20182019,N.J,387.12,-0.012,0.039,-0.051,-0.114,-0.016,-0.099,-1.73,0.35,-2.07
ELIAS.LINDHOLM,F,20172018,CAR,1090.85,-0.01,0.022,-0.033,0.031,0.059,-0.028,1.16,0.79,0.36
ELIAS.LINDHOLM,F,20182019,CGY,1134.45,0.135,-0.055,0.19,-0.011,-0.158,0.147,-0.02,-4.33,4.31
ELIAS.PETTERSSON,F,20182019,VAN,1008.9,0.142,0.054,0.088,-0.039,0.051,-0.09,-0.04,1.5,-1.54
ERIC.FEHR,F,20172018,S.J/TOR,167.82,0.051,-0.025,0.076,-0.04,-0.172,0.132,-0.27,-0.75,0.49
ERIC.FEHR,F,20182019,MIN,648.48,-0.164,0.044,-0.208,-0.13,-0.088,-0.042,-1.22,-1.39,0.17
ERIC.GRYBA,D,20172018,EDM,278.15,0.051,0.038,0.013,0.066,0.038,0.028,1.48,-0.85,2.33
ERIC.GRYBA,D,20182019,N.J,134.62,0,-0.007,0.007,-0.089,0.013,-0.102,-0.64,1.1,-1.74
ERIC.ROBINSON,F,20172018,CBJ,11.08,0.015,-0.013,0.028,0.007,0.015,-0.008,0.08,-0.44,0.51
ERIC.ROBINSON,F,20182019,CBJ,152.02,-0.123,-0.042,-0.081,-0.043,-0.089,0.046,-1.36,-2.62,1.26
ERIC.STAAL,F,20172018,MIN,1149.5,0.267,0.243,0.024,0.263,0.153,0.11,3.6,2.35,1.26
ERIC.STAAL,F,20182019,MIN,1166.65,0.114,-0.059,0.173,0.209,-0.074,0.283,2.42,-1.31,3.73
ERIC.TANGRADI,F,20182019,N.J,71.92,-0.033,0.025,-0.058,0.03,0.018,0.012,0.03,0.02,0.01
ERIK.BRANNSTROM,D,20182019,OTT,31.55,-0.031,-0.015,-0.017,-0.008,0.024,-0.032,-0.22,0.63,-0.85
ERIK.BURGDOERFER,D,20172018,OTT,26.83,0.027,-0.032,0.059,0.038,-0.032,0.071,-0.04,-0.08,0.04
ERIK.BURGDOERFER,D,20182019,OTT,40.97,-0.044,-0.025,-0.019,-0.053,-0.045,-0.008,-1.29,-1.4,0.1
ERIK.CERNAK,D,20182019,T.B,955.63,0.121,-0.092,0.213,-0.01,-0.128,0.118,-1.4,-2.38,0.98
ERIK.CONDRA,F,20182019,DAL,68.2,-0.035,0.009,-0.044,-0.01,-0.022,0.011,0.07,-1.82,1.9
ERIK.GUDBRANSON,D,20172018,VAN,814.62,-0.175,-0.103,-0.072,-0.183,-0.062,-0.121,-3.74,1.26,-5
ERIK.GUDBRANSON,D,20182019,PIT/VAN,1201.93,-0.112,0.306,-0.418,-0.05,0.05,-0.1,-1.89,0.87,-2.77
ERIK.GUSTAFSSON,D,20172018,CHI,565.28,0.169,0.05,0.119,0.137,0.058,0.079,3.77,-0.28,4.05
ERIK.GUSTAFSSON,D,20182019,CHI,1502.8,0.165,0.072,0.093,0.078,0.196,-0.118,1.23,1.15,0.08
ERIK.HAULA,F,20172018,VGK,1073.52,0.026,0.234,-0.209,0.002,0.062,-0.06,0.84,1.86,-1.02
ERIK.HAULA,F,20182019,VGK,203.18,-0.021,-0.067,0.046,-0.032,-0.109,0.077,2.1,-1.77,3.87
ERIK.JOHNSON,D,20172018,COL,1205,0.027,0.067,-0.04,0.049,-0.052,0.101,-1.62,-0.44,-1.18
ERIK.JOHNSON,D,20182019,COL,1437.12,-0.044,0.117,-0.161,-0.027,-0.066,0.038,-0.87,1.68,-2.56
ERIK.KARLSSON,D,20172018,OTT,1502.3,0.1,0.25,-0.15,-0.012,0.018,-0.03,2.25,-1.25,3.5
ERIK.KARLSSON,D,20182019,S.J,998.02,0.233,0.116,0.116,0.359,-0.078,0.437,6.18,-1.58,7.76
ESA.LINDELL,D,20172018,DAL,1455.67,0.097,-0.057,0.154,0.148,0.016,0.132,0.66,-0.46,1.12
ESA.LINDELL,D,20182019,DAL,1581.92,-0.105,-0.105,-0.001,-0.323,0.006,-0.329,-4.47,1.82,-6.28
ETHAN.BEAR,D,20172018,EDM,296,-0.092,0.085,-0.176,-0.066,0.225,-0.291,-0.63,3.86,-4.49
EVAN.BOUCHARD,D,20182019,EDM,71.18,-0.044,0.029,-0.073,0.021,0.041,-0.02,0.52,-0.3,0.82
EVANDER.KANE,F,20172018,BUF/S.J,1221.47,0.056,-0.136,0.192,0.303,-0.084,0.387,2.8,0.57,2.23
EVANDER.KANE,F,20182019,S.J,1123.03,0.191,0.279,-0.089,0.147,0.126,0.022,2.42,-1.13,3.55
EVAN.RODRIGUES,F,20172018,BUF,535.32,0.039,0.031,0.009,-0.027,0.012,-0.039,0.19,-1.46,1.65
EVAN.RODRIGUES,F,20182019,BUF,927.08,0.034,0.02,0.014,0.063,-0.092,0.155,2.59,-2.89,5.48
EVGENI.MALKIN,F,20172018,PIT,1146.4,0.25,0.063,0.188,0.144,0.188,-0.044,1.07,1.86,-0.78
EVGENI.MALKIN,F,20182019,PIT,997.88,0.06,0.229,-0.169,0.098,0.07,0.029,1.48,-0.03,1.51
EVGENY.DADONOV,F,20172018,FLA,1096.83,0.284,-0.03,0.313,0.202,-0.212,0.414,3.11,-3.45,6.55
EVGENY.DADONOV,F,20182019,FLA,1181.35,0.169,0.015,0.154,-0.047,0.143,-0.191,-0.41,-1.24,0.83
EVGENY.KUZNETSOV,F,20172018,WSH,1163.18,0.194,0.037,0.157,0.064,0.151,-0.087,-1.95,1.74,-3.69
EVGENY.KUZNETSOV,F,20182019,WSH,1086.85,0.17,-0.053,0.223,0.069,0.26,-0.191,-1.65,3,-4.65
EVGENY.SVECHNIKOV,F,20172018,DET,122.27,0.011,-0.003,0.015,-0.018,-0.001,-0.017,-0.56,-0.45,-0.11
FILIP.CHLAPIK,F,20172018,OTT,187.67,-0.067,0.001,-0.068,-0.098,-0.067,-0.031,-0.8,0.31,-1.11
FILIP.CHLAPIK,F,20182019,OTT,60.63,-0.008,0.027,-0.035,0.041,0.052,-0.011,1.36,0.17,1.19
FILIP.CHYTIL,F,20172018,NYR,117.83,-0.032,0.036,-0.069,-0.019,0.08,-0.1,-1.04,1.43,-2.48
FILIP.CHYTIL,F,20182019,NYR,908.58,-0.251,0.007,-0.257,-0.018,0.062,-0.08,-0.8,1.19,-1.98
FILIP.FORSBERG,F,20172018,NSH,916.37,0.221,-0.098,0.319,0.232,-0.047,0.279,2.2,-2.29,4.49
FILIP.FORSBERG,F,20182019,NSH,899.9,0.164,0.083,0.081,0.244,0.027,0.217,2.61,-1,3.61
FILIP.HRONEK,D,20182019,DET,772.78,-0.093,0.012,-0.105,-0.067,-0.087,0.02,0.83,-2.52,3.36
FILIP.ZADINA,F,20182019,DET,115.4,-0.095,0.048,-0.143,-0.096,0.099,-0.195,-1.25,3.52,-4.77
FRANCOIS.BEAUCHEMIN,D,20172018,ANA,994.17,0.048,-0.007,0.055,0.035,0.153,-0.118,0.92,2.61,-1.7
FRANK.CORRADO,D,20172018,PIT,57.5,-0.056,-0.031,-0.025,-0.001,-0.068,0.066,-0.83,-0.36,-0.46
FRANK.VATRANO,F,20172018,BOS/FLA,411.12,0.013,-0.07,0.083,0.001,-0.088,0.089,1.1,-2.37,3.47
FRANK.VATRANO,F,20182019,FLA,1037.83,-0.151,0.005,-0.156,-0.075,-0.068,-0.007,0.67,-0.17,0.85
FRANS.NIELSEN,F,20172018,DET,988.22,-0.113,-0.156,0.043,-0.131,-0.197,0.066,-0.75,-4.35,3.6
